Date,city,pm2_5,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,xylene,aqi,aqi_bucket
2022-12-16,Delhi,6.6,328.9,1.5,43.3,66.3,47.8,2.39,58.2,113.6,6.39,3.58,9.5,258.9,Very Poor
2022-12-17,Delhi,479.8,285.7,142.0,39.2,73.4,3.0,1.21,24.8,176.2,6.08,8.58,8.76,246.9,Good
2022-12-18,Delhi,368.0,130.0,93.3,28.7,93.1,19.4,9.11,21.1,46.5,14.54,15.65,7.7,279.5,Good
2022-12-19,Delhi,144.4,130.1,152.1,98.5,159.1,41.9,8.45,44.5,175.3,12.16,28.19,3.8,386.3,Poor
2022-12-20,Delhi,192.4,60.4,133.0,24.5,186.2,5.2,1.56,44.6,99.5,17.54,23.59,4.1,396.2,Satisfactory
2022-12-21,Delhi,41.2,348.0,180.8,142.4,3.4,18.6,9.23,68.5,194.8,1.82,15.34,4.44,27.0,Moderate
2022-12-22,Delhi,236.9,588.0,125.4,100.0,48.7,34.1,3.99,76.5,116.3,1.8,27.33,6.15,71.6,Poor
2022-12-23,Delhi,411.8,587.4,178.3,9.5,31.3,40.4,9.95,21.7,165.4,13.38,9.07,9.0,298.0,Severe
2022-12-24,Delhi,170.1,584.3,53.6,116.4,148.4,6.6,8.27,89.2,75.6,10.59,18.95,9.47,288.6,Very Poor
2022-12-25,Delhi,455.0,11.0,139.5,142.4,46.3,46.7,8.07,48.2,63.9,18.05,3.39,0.3,284.8,Severe
2022-12-26,Delhi,468.5,487.4,80.7,51.0,107.7,7.8,4.14,51.7,146.7,15.41,10.98,8.46,148.9,Very Poor
2022-12-27,Delhi,439.3,415.7,70.2,29.6,217.0,22.3,7.53,47.3,88.6,7.02,3.78,0.73,217.5,Severe
2022-12-28,Delhi,272.2,154.6,90.2,22.5,82.9,25.2,2.59,62.5,76.7,13.2,23.09,0.36,473.1,Very Poor
2022-12-29,Delhi,293.9,414.3,138.5,48.0,129.5,0.6,5.34,36.1,172.9,0.02,24.08,9.38,268.6,Severe
2022-12-30,Delhi,364.7,246.6,79.2,18.3,191.8,49.4,1.51,58.4,166.9,19.38,5.58,7.55,436.0,Very Poor
2022-12-31,Delhi,165.4,385.6,57.0,149.8,1.0,36.0,1.76,85.3,66.1,18.55,13.72,0.41,16.3,Good
2023-01-01,Delhi,82.4,127.9,199.4,36.8,27.2,29.6,4.52,55.7,69.3,7.41,17.81,2.76,346.5,Very Poor
2023-01-02,Delhi,345.1,11.4,95.3,134.1,173.9,13.0,5.68,43.1,45.0,1.9,19.57,3.54,276.5,Severe
2023-01-03,Delhi,113.1,460.6,66.5,53.2,129.3,5.6,1.74,73.3,140.8,12.58,21.91,3.7,431.8,Good
2023-01-04,Delhi,50.6,238.8,93.1,13.8,134.1,31.3,0.21,70.8,136.4,9.12,8.4,6.48,223.6,Poor
2023-01-05,Delhi,68.8,408.6,102.3,109.4,106.0,44.5,2.46,58.9,170.7,3.14,5.12,5.67,384.5,Poor
2023-01-06,Delhi,478.7,220.8,186.1,110.2,38.6,36.6,1.5,21.6,74.8,8.56,3.17,2.41,123.0,Very Poor
2023-01-07,Delhi,475.3,437.2,176.8,45.4,47.4,0.6,1.26,88.5,185.7,18.05,23.68,2.57,408.6,Moderate
2023-01-08,Delhi,62.8,44.7,131.4,3.5,87.8,2.4,1.75,95.0,54.1,6.74,26.07,9.47,271.5,Moderate
2023-01-09,Delhi,183.6,126.3,157.8,148.7,1.9,43.4,3.33,43.7,62.3,4.38,0.96,7.16,399.3,Very Poor
2023-01-10,Delhi,286.6,85.7,112.8,102.9,78.4,30.9,1.78,6.3,71.8,15.81,29.6,7.27,86.4,Very Poor
2023-01-11,Delhi,191.0,586.8,137.2,133.9,226.2,11.2,7.57,19.6,110.5,15.4,5.98,5.83,179.5,Moderate
2023-01-12,Delhi,154.2,292.1,137.1,106.1,218.7,49.3,1.32,52.4,108.6,19.37,9.61,1.95,327.2,Severe
2023-01-13,Delhi,105.4,118.0,78.3,88.3,13.6,33.4,0.87,6.5,73.4,10.51,13.44,2.09,217.7,Satisfactory
2023-01-14,Delhi,207.4,531.7,138.9,88.7,59.5,36.9,4.8,24.1,68.5,5.75,5.58,2.37,287.4,Moderate
2023-01-15,Delhi,218.3,257.6,198.0,54.2,209.7,44.3,8.52,41.3,113.1,5.19,14.49,8.79,39.2,Severe
2023-01-16,Delhi,229.3,352.6,63.4,109.5,191.5,23.2,7.83,67.0,115.4,8.55,23.97,1.62,102.7,Very Poor
2023-01-17,Delhi,339.6,46.4,103.9,100.6,126.0,30.6,9.63,45.1,72.4,17.62,5.62,8.05,184.3,Moderate
2023-01-18,Delhi,166.2,73.5,120.5,7.3,203.5,29.7,3.66,57.8,81.1,10.05,13.86,6.79,453.8,Good
2023-01-19,Delhi,42.4,58.8,136.1,33.9,205.0,17.3,3.09,45.5,145.7,17.03,25.55,2.69,45.2,Poor
2023-01-20,Delhi,443.6,393.2,193.8,140.5,1.9,23.3,2.58,85.3,2.8,4.37,1.61,4.74,378.6,Very Poor
2023-01-21,Delhi,308.9,98.6,29.3,23.3,130.6,44.0,7.61,97.8,84.3,7.19,9.5,8.92,463.1,Good
2023-01-22,Delhi,79.4,407.1,101.4,33.1,82.7,9.5,3.4,32.2,111.7,16.49,1.78,2.99,349.6,Good
2023-01-23,Delhi,301.9,165.6,58.5,92.4,78.3,28.9,3.12,57.0,107.2,12.3,26.39,3.8,244.2,Satisfactory
2023-01-24,Delhi,110.7,380.5,196.6,126.7,4.4,19.2,4.6,75.1,115.4,16.18,22.67,3.11,471.8,Good
2023-01-25,Delhi,76.9,156.7,63.0,86.2,30.2,16.6,8.04,10.6,40.4,2.98,16.5,2.15,33.1,Severe
2023-01-26,Delhi,17.4,314.5,133.2,58.4,58.8,24.3,5.78,77.7,2.1,19.7,28.89,0.71,346.2,Good
2023-01-27,Delhi,60.8,545.9,137.4,114.8,110.3,8.7,2.08,67.7,141.6,0.5,23.49,4.4,159.4,Severe
2023-01-28,Delhi,32.7,212.4,153.6,19.1,4.1,40.8,5.15,95.3,67.1,16.42,6.93,9.65,493.2,Very Poor
2023-01-29,Delhi,477.0,179.2,78.1,76.2,14.8,28.9,6.89,71.1,45.9,0.89,13.67,6.8,453.4,Moderate
2023-01-30,Delhi,374.3,565.4,61.4,139.2,174.4,5.5,4.36,61.0,166.9,16.06,22.07,2.56,494.4,Poor
2023-01-31,Delhi,212.1,489.5,182.9,57.1,53.9,45.4,3.83,78.4,69.2,0.36,29.91,3.26,186.2,Moderate
2023-02-01,Delhi,347.5,2.1,67.3,88.1,78.4,33.4,8.6,50.8,79.9,10.62,28.32,6.63,335.6,Satisfactory
2023-02-02,Delhi,420.2,145.6,166.6,24.9,148.7,49.2,4.97,21.5,106.0,7.48,7.65,0.85,22.9,Poor
2023-02-03,Delhi,287.2,150.8,114.0,51.6,182.4,29.5,6.94,99.6,157.4,16.75,17.73,4.82,156.8,Severe
2023-02-04,Delhi,293.8,242.0,60.2,10.2,214.0,33.6,6.8,74.8,169.0,1.26,2.02,1.94,372.7,Poor
2023-02-05,Delhi,318.3,489.4,176.2,39.7,48.9,14.7,4.35,13.0,46.3,0.52,5.35,4.5,416.6,Satisfactory
2023-02-06,Delhi,416.3,242.5,101.1,57.6,217.0,15.1,5.28,0.1,65.2,3.63,13.33,8.62,12.5,Good
2023-02-07,Delhi,366.2,43.1,76.2,76.6,125.7,15.7,7.15,98.0,92.8,13.55,6.1,3.78,263.2,Severe
2023-02-08,Delhi,93.2,449.9,141.8,28.8,21.5,13.9,9.54,16.7,195.5,13.48,11.89,4.68,336.0,Poor
2023-02-09,Delhi,250.7,265.8,88.7,80.0,249.2,36.8,1.25,49.3,70.7,5.39,27.73,3.11,82.6,Very Poor
2023-02-10,Delhi,6.8,500.9,131.6,43.7,5.5,2.4,0.43,18.4,146.7,19.23,18.06,9.14,208.7,Poor
2023-02-11,Delhi,355.5,243.8,68.9,69.2,35.1,23.2,4.09,85.1,176.9,11.24,0.23,9.28,283.4,Poor
2023-02-12,Delhi,361.0,599.3,148.4,42.7,7.6,13.8,7.26,9.0,183.4,17.97,17.38,5.84,243.8,Poor
2023-02-13,Delhi,143.7,70.1,117.9,32.2,170.5,30.3,6.28,57.8,54.7,18.1,12.69,4.67,451.5,Very Poor
2023-02-14,Delhi,84.6,399.6,192.4,130.0,227.6,36.4,8.67,59.7,30.3,7.75,20.32,4.57,283.3,Good
2023-02-15,Delhi,268.8,440.7,27.3,35.6,175.0,25.3,1.51,73.8,132.8,11.23,2.61,7.05,413.3,Satisfactory
2023-02-16,Delhi,465.6,235.2,162.2,15.1,102.5,11.7,0.61,56.9,174.4,15.47,18.5,9.98,87.7,Very Poor
2023-02-17,Delhi,385.4,581.1,157.1,81.2,2.8,34.1,6.05,71.8,39.0,11.23,3.48,5.08,427.0,Severe
2023-02-18,Delhi,465.7,303.5,63.4,35.2,153.0,26.7,7.91,93.3,6.5,0.42,29.67,4.82,325.5,Poor
2023-02-19,Delhi,236.6,196.8,97.7,124.0,24.7,2.0,8.36,0.2,137.7,17.69,9.39,9.07,72.3,Poor
2023-02-20,Delhi,460.4,306.5,192.4,6.3,163.0,31.2,0.57,51.8,49.6,15.93,27.85,4.07,177.0,Satisfactory
2023-02-21,Delhi,465.2,45.6,155.2,131.9,96.0,4.9,2.49,55.0,82.2,8.55,29.17,2.18,137.2,Good
2023-02-22,Delhi,161.1,100.4,31.5,43.6,237.0,3.6,1.56,75.2,22.2,12.42,1.14,1.97,459.3,Good
2023-02-23,Delhi,179.9,537.3,192.9,70.8,176.1,0.1,8.15,71.3,134.7,7.23,9.58,6.8,112.7,Satisfactory
2023-02-24,Delhi,487.1,574.2,142.0,69.1,137.0,14.8,4.36,5.2,171.5,14.06,11.88,0.64,303.2,Satisfactory
2023-02-25,Delhi,380.6,173.0,0.3,56.1,71.3,23.4,1.99,2.3,139.6,8.6,2.46,2.19,430.4,Moderate
2023-02-26,Delhi,142.1,435.9,17.1,65.4,112.1,3.7,5.97,41.6,117.9,11.09,2.34,8.42,218.1,Severe
2023-02-27,Delhi,271.8,192.5,81.0,19.2,29.6,30.2,1.38,43.9,57.4,9.37,28.29,0.35,400.4,Very Poor
2023-02-28,Delhi,6.7,558.6,145.6,99.2,237.5,25.1,4.46,90.2,181.9,3.52,0.79,5.8,434.1,Poor
2023-03-01,Delhi,113.4,389.1,122.6,124.1,42.3,1.2,9.14,54.2,7.9,18.16,20.33,5.49,74.7,Severe
2023-03-02,Delhi,17.6,362.7,38.9,136.5,240.1,22.1,3.42,27.7,112.3,1.46,2.22,9.34,474.1,Moderate
2023-03-03,Delhi,285.5,299.7,93.6,23.6,168.5,27.8,4.52,67.9,123.6,8.79,17.03,5.62,207.2,Very Poor
2023-03-04,Delhi,493.3,448.8,8.5,74.7,81.1,41.0,0.6,94.9,55.3,18.17,0.19,2.61,493.1,Severe
2023-03-05,Delhi,32.7,598.0,67.9,106.7,112.8,18.7,3.84,83.8,83.4,3.86,29.98,1.02,244.7,Poor
2023-03-06,Delhi,180.2,118.9,90.8,36.1,180.8,2.6,4.94,39.2,70.1,16.02,7.18,3.44,55.8,Poor
2023-03-07,Delhi,28.2,94.4,17.9,54.3,54.9,24.1,1.48,67.3,43.4,19.78,0.2,3.17,459.0,Poor
2023-03-08,Delhi,152.9,257.8,109.2,105.5,127.1,37.2,4.28,77.5,126.0,14.51,17.66,8.86,374.1,Satisfactory
2023-03-09,Delhi,142.4,233.8,1.9,41.6,72.0,19.8,6.36,43.4,6.6,7.69,26.34,6.61,26.5,Moderate
2023-03-10,Delhi,328.0,315.9,113.7,144.2,159.2,11.0,0.39,0.5,58.8,14.7,17.92,2.52,302.8,Poor
2023-03-11,Delhi,289.3,549.7,67.7,38.0,86.0,8.7,8.96,75.4,193.7,8.3,5.79,3.43,107.1,Poor
2023-03-12,Delhi,117.6,475.6,19.2,126.3,247.8,30.5,8.71,16.8,64.9,19.55,16.85,5.07,457.5,Moderate
2023-03-13,Delhi,89.7,25.2,74.4,102.3,35.2,2.2,6.48,51.7,64.8,19.79,11.01,5.66,368.7,Poor
2023-03-14,Delhi,145.2,7.5,186.0,136.3,203.8,47.1,3.35,77.0,133.3,7.75,29.34,6.74,223.9,Moderate
2023-03-15,Delhi,342.1,220.4,165.0,107.3,243.1,23.5,5.01,53.4,67.1,6.01,2.34,2.05,93.2,Severe
2023-03-16,Delhi,207.2,229.4,73.2,33.7,224.1,17.2,7.88,13.5,67.0,4.67,22.3,0.06,416.2,Severe
2023-03-17,Delhi,178.1,283.1,73.7,106.8,112.0,21.0,4.66,54.8,22.5,12.43,23.29,4.1,8.2,Moderate
2023-03-18,Delhi,393.3,284.5,168.0,135.2,0.4,46.8,1.66,70.9,39.8,6.01,15.59,1.96,25.4,Poor
2023-03-19,Delhi,377.2,344.7,121.4,147.4,91.7,26.9,9.5,25.6,192.6,4.11,11.42,3.44,83.9,Satisfactory
2023-03-20,Delhi,470.7,559.4,6.5,13.0,198.5,38.1,9.83,20.2,112.9,11.6,13.84,7.85,48.7,Poor
2023-03-21,Delhi,272.7,363.4,146.6,48.6,135.7,37.2,8.73,88.0,147.5,15.12,22.06,0.18,87.5,Very Poor
2023-03-22,Delhi,143.8,462.9,149.1,20.3,202.8,23.7,5.97,71.1,1.8,5.41,8.45,4.85,47.8,Poor
2023-03-23,Delhi,164.2,29.3,104.7,89.1,165.0,45.8,3.2,87.1,149.4,0.01,0.86,8.01,350.0,Moderate
2023-03-24,Delhi,94.3,292.9,190.7,10.2,124.9,30.2,2.53,49.8,47.6,19.23,14.78,5.15,35.7,Poor
2023-03-25,Delhi,391.9,120.0,194.6,9.2,99.9,31.0,3.33,12.9,131.6,8.97,4.76,6.02,284.4,Very Poor
2023-03-26,Delhi,49.7,379.5,76.0,56.4,84.5,8.1,8.21,97.5,147.0,6.11,21.6,5.35,26.9,Severe
2023-03-27,Delhi,129.2,47.3,86.1,60.2,94.6,26.0,3.67,15.9,44.4,14.19,25.78,3.91,259.2,Satisfactory
2023-03-28,Delhi,129.6,478.7,183.8,118.3,17.2,14.5,8.01,11.1,38.4,9.6,19.21,5.74,494.4,Severe
2023-03-29,Delhi,313.8,421.1,116.6,105.0,160.1,27.5,7.47,68.0,63.4,2.35,22.27,1.5,95.0,Very Poor
2023-03-30,Delhi,296.6,21.0,110.8,41.3,244.4,29.1,3.37,85.1,119.5,17.39,15.6,2.65,214.3,Satisfactory
2023-03-31,Delhi,374.9,584.6,148.3,54.4,59.5,12.0,9.8,38.4,40.8,19.99,22.12,9.31,38.3,Good
2023-04-01,Delhi,110.9,329.0,120.8,94.0,81.4,26.1,1.27,66.3,132.3,7.47,6.72,1.42,372.9,Satisfactory
2023-04-02,Delhi,24.7,166.2,52.2,145.4,176.2,32.8,5.16,92.7,143.3,9.09,15.1,9.13,53.9,Moderate
2023-04-03,Delhi,21.3,294.9,134.7,140.4,121.3,31.3,2.12,95.8,20.8,9.61,24.91,5.95,350.6,Moderate
2023-04-04,Delhi,114.1,309.7,139.4,38.7,204.1,5.8,2.88,97.4,155.6,15.62,12.45,3.7,54.4,Severe
2023-04-05,Delhi,350.0,193.7,88.9,65.0,208.5,19.5,2.91,76.3,102.5,17.44,7.07,2.28,90.9,Good
2023-04-06,Delhi,214.9,488.3,68.7,78.0,178.0,4.1,5.52,36.9,67.6,3.46,5.4,4.95,352.4,Good
2023-04-07,Delhi,57.4,62.5,18.5,123.0,214.6,15.3,1.61,75.6,115.8,2.28,23.74,1.59,428.5,Moderate
2023-04-08,Delhi,194.4,143.5,37.4,131.0,105.9,44.4,3.56,9.4,168.9,1.62,0.32,0.79,362.6,Good
2023-04-09,Delhi,22.2,268.0,138.0,65.8,238.8,38.4,7.26,86.6,154.4,1.35,17.12,9.29,400.7,Severe
2023-04-10,Delhi,279.5,329.0,37.2,77.0,25.0,28.3,7.19,34.2,28.5,4.48,12.37,1.24,144.8,Very Poor
2023-04-11,Delhi,413.7,322.9,103.0,76.5,16.3,3.2,8.52,67.9,185.3,8.63,1.1,4.74,335.2,Severe
2023-04-12,Delhi,119.6,42.3,155.8,29.4,235.0,24.4,1.76,64.9,83.9,16.87,22.89,3.86,101.1,Very Poor
2023-04-13,Delhi,347.5,224.9,110.4,99.8,116.8,45.3,6.06,93.8,42.6,10.54,26.6,3.85,136.9,Satisfactory
2023-04-14,Delhi,380.9,561.0,169.3,94.0,189.0,24.0,3.45,39.8,69.7,3.89,25.78,2.88,457.4,Moderate
2023-04-15,Delhi,263.8,68.8,119.3,43.7,111.2,11.9,2.04,74.7,0.2,18.8,24.58,0.58,46.2,Moderate
2023-04-16,Delhi,284.8,190.2,175.0,10.3,209.3,47.3,8.98,90.0,169.4,5.12,14.38,9.08,165.4,Very Poor
2023-04-17,Delhi,414.0,442.4,77.2,10.4,91.1,41.7,0.44,84.7,72.6,17.24,11.68,4.36,30.2,Severe
2023-04-18,Delhi,30.7,261.7,84.3,3.4,41.7,32.0,6.4,15.9,141.5,19.16,29.35,4.63,272.0,Poor
2023-04-19,Delhi,267.0,538.8,139.7,90.5,28.2,22.1,2.78,85.4,118.1,11.36,7.24,1.52,183.3,Satisfactory
2023-04-20,Delhi,427.9,419.6,163.9,2.5,4.4,37.0,3.52,52.4,31.6,17.08,2.93,9.81,324.2,Good
2023-04-21,Delhi,263.7,169.9,169.6,49.0,103.7,20.4,3.31,24.6,5.2,13.09,6.77,8.14,197.4,Poor
2023-04-22,Delhi,155.6,229.9,93.3,36.8,241.2,26.1,8.04,69.1,170.9,5.72,24.82,6.17,235.1,Satisfactory
2023-04-23,Delhi,308.6,590.8,118.3,121.1,163.9,21.7,0.83,65.5,19.8,15.69,3.85,7.36,34.2,Very Poor
2023-04-24,Delhi,103.1,155.8,45.2,38.3,5.2,38.1,0.02,76.4,185.7,19.89,19.6,3.46,460.4,Good
2023-04-25,Delhi,227.4,577.6,101.6,97.4,18.9,2.5,6.14,71.6,87.5,7.69,29.24,4.07,497.7,Very Poor
2023-04-26,Delhi,21.1,528.8,125.8,75.3,203.6,4.0,4.8,45.2,165.0,18.87,21.86,9.01,13.8,Severe
2023-04-27,Delhi,421.3,441.8,197.4,38.7,80.5,40.5,7.5,58.1,117.5,16.45,5.74,7.18,6.8,Severe
2023-04-28,Delhi,466.7,331.4,165.7,113.6,88.6,10.8,7.84,36.1,4.4,11.53,25.63,9.01,469.2,Satisfactory
2023-04-29,Delhi,381.8,290.3,102.4,14.3,141.9,16.9,4.88,39.9,161.7,15.8,12.02,8.61,297.6,Good
2023-04-30,Delhi,170.5,468.2,38.6,57.7,165.0,39.6,3.06,21.4,122.6,3.22,20.46,5.37,146.3,Poor
2023-05-01,Delhi,363.1,47.3,137.2,4.5,68.0,37.1,1.72,8.3,185.7,12.74,6.6,4.68,393.0,Poor
2023-05-02,Delhi,2.0,298.7,28.8,118.4,164.2,40.8,8.35,85.6,161.3,12.67,13.76,6.54,143.9,Severe
2023-05-03,Delhi,314.1,33.7,180.8,97.0,179.6,42.8,4.39,56.1,117.0,5.76,6.51,3.82,101.5,Severe
2023-05-04,Delhi,25.5,221.0,48.1,80.5,216.1,12.4,1.52,78.2,16.0,13.43,17.28,8.3,466.9,Very Poor
2023-05-05,Delhi,357.7,317.4,72.1,17.2,150.9,24.3,8.92,86.0,52.3,1.9,1.49,2.84,211.9,Moderate
2023-05-06,Delhi,231.6,461.6,16.5,106.7,219.8,21.7,8.31,27.1,126.3,0.38,8.14,6.18,495.7,Moderate
2023-05-07,Delhi,354.4,37.7,48.0,56.3,39.9,26.2,0.49,63.1,82.8,10.84,18.31,5.25,182.5,Moderate
2023-05-08,Delhi,235.1,556.2,136.1,104.7,46.3,32.4,3.4,47.4,148.1,17.42,21.0,9.14,447.8,Moderate
2023-05-09,Delhi,397.2,461.9,150.3,59.1,122.4,22.5,3.46,43.8,170.0,15.51,9.61,7.86,120.2,Good
2023-05-10,Delhi,179.0,123.0,124.2,80.3,153.3,20.6,7.93,48.8,145.6,14.63,29.96,4.66,225.1,Very Poor
2023-05-11,Delhi,421.4,464.9,164.5,68.6,93.6,28.8,2.8,98.2,5.1,5.95,12.73,3.01,430.5,Satisfactory
2023-05-12,Delhi,299.2,202.8,53.0,133.9,107.7,9.4,5.7,58.2,42.6,19.53,12.56,0.84,135.6,Satisfactory
2023-05-13,Delhi,289.2,43.3,198.2,8.2,178.2,33.0,3.44,88.5,102.8,18.63,5.7,7.04,280.1,Very Poor
2023-05-14,Delhi,159.2,45.7,159.6,93.8,80.7,38.0,9.67,76.1,19.8,19.85,4.13,1.75,80.5,Good
2023-05-15,Delhi,399.3,579.9,18.7,75.1,80.9,32.9,6.72,96.9,64.0,12.38,19.86,1.06,434.7,Good
2023-05-16,Delhi,109.6,190.6,96.5,143.0,51.6,4.7,1.36,74.5,199.0,2.1,17.83,1.07,426.4,Good
2023-05-17,Delhi,267.5,66.7,60.9,128.0,123.1,30.0,4.48,65.2,194.2,17.51,18.75,3.11,218.4,Very Poor
2023-05-18,Delhi,312.8,67.6,167.3,128.6,109.5,24.3,8.99,8.2,122.0,19.82,4.1,9.23,142.0,Moderate
2023-05-19,Delhi,195.9,338.3,192.7,70.8,226.4,48.3,9.41,31.5,153.1,17.7,11.59,1.15,146.2,Poor
2023-05-20,Delhi,266.0,538.4,122.8,97.1,234.7,20.9,5.02,84.2,125.0,14.53,29.89,9.09,276.0,Good
2023-05-21,Delhi,277.0,134.2,93.2,38.0,61.3,43.9,2.9,15.1,67.4,18.44,13.44,6.62,334.0,Very Poor
2023-05-22,Delhi,136.4,294.8,198.2,137.3,148.9,49.2,7.38,61.7,115.7,4.26,19.7,3.93,245.7,Severe
2023-05-23,Delhi,119.4,547.6,167.8,33.5,16.8,19.3,0.48,36.9,144.2,17.33,15.29,6.96,97.6,Moderate
2023-05-24,Delhi,453.7,276.5,99.8,24.5,27.1,41.3,9.15,93.1,7.5,18.88,10.5,4.61,116.3,Moderate
2023-05-25,Delhi,339.4,46.7,190.8,9.2,178.9,38.4,6.23,36.7,0.6,10.36,28.84,4.27,189.3,Moderate
2023-05-26,Delhi,494.0,347.8,72.4,125.5,95.3,18.8,5.76,77.6,25.0,3.75,6.77,3.55,268.2,Very Poor
2023-05-27,Delhi,151.8,453.6,21.0,140.4,148.8,11.6,7.76,40.8,102.9,11.55,19.69,4.17,164.8,Poor
2023-05-28,Delhi,463.0,64.8,175.8,117.5,223.3,44.8,4.34,70.6,13.3,5.94,7.43,6.62,247.6,Poor
2023-05-29,Delhi,300.1,475.8,94.7,102.9,216.8,6.0,2.09,39.0,28.2,10.97,12.73,0.19,108.4,Good
2023-05-30,Delhi,16.0,64.8,165.2,24.9,155.1,4.9,2.32,14.0,34.7,13.83,19.89,7.24,236.4,Moderate
2023-05-31,Delhi,207.5,202.7,162.1,144.7,50.6,28.0,5.52,54.0,133.7,17.66,16.06,6.91,160.9,Poor
2023-06-01,Delhi,8.6,42.6,138.5,29.4,197.4,25.5,2.1,60.4,95.8,10.56,4.87,6.49,441.3,Very Poor
2023-06-02,Delhi,347.2,38.6,99.7,19.0,216.7,2.2,7.29,3.6,188.2,9.84,29.39,5.34,248.0,Severe
2023-06-03,Delhi,227.5,297.8,102.3,41.3,179.8,18.3,1.91,65.6,143.6,9.2,27.06,2.85,215.4,Severe
2023-06-04,Delhi,141.4,150.4,172.3,127.9,121.6,17.1,5.13,85.7,133.8,10.76,17.64,8.58,171.0,Good
2023-06-05,Delhi,407.8,157.7,54.3,148.0,48.8,24.5,8.0,48.2,40.3,11.03,3.17,5.27,53.6,Very Poor
2023-06-06,Delhi,347.8,416.1,107.8,127.4,9.8,26.5,8.11,35.8,148.5,8.75,16.66,5.02,8.5,Poor
2023-06-07,Delhi,279.5,166.0,83.8,16.0,218.5,21.1,4.07,82.3,174.7,15.79,17.72,1.18,169.8,Satisfactory
2023-06-08,Delhi,99.4,438.2,107.8,101.6,84.9,15.1,1.26,85.5,56.3,11.39,1.27,7.45,324.0,Poor
2023-06-09,Delhi,476.8,368.7,106.3,68.8,153.7,37.5,4.76,82.2,128.5,5.0,20.96,1.24,482.6,Good
2023-06-10,Delhi,452.1,541.3,145.4,68.5,98.0,5.1,3.9,77.3,198.6,12.82,18.49,4.84,445.5,Good
2023-06-11,Delhi,355.5,507.5,162.8,113.0,183.4,26.0,0.59,73.7,104.5,0.53,27.09,7.89,293.3,Very Poor
2023-06-12,Delhi,258.4,490.7,67.8,123.9,70.0,30.5,7.83,13.8,111.1,14.74,17.36,9.12,266.9,Satisfactory
2023-06-13,Delhi,256.4,36.2,86.0,141.7,215.4,11.7,2.97,10.5,9.9,13.15,29.63,9.74,170.6,Very Poor
2023-06-14,Delhi,6.4,344.1,186.9,37.5,30.7,28.5,6.43,49.4,71.3,2.95,9.64,5.49,367.0,Moderate
2023-06-15,Delhi,168.2,98.0,84.2,103.2,122.6,21.8,6.95,36.0,68.2,0.03,1.43,0.42,250.3,Satisfactory
2023-06-16,Delhi,228.4,480.5,30.0,97.4,238.9,17.8,8.4,56.6,119.7,0.42,26.47,6.11,418.8,Very Poor
2023-06-17,Delhi,400.0,99.0,59.6,49.3,214.1,24.6,1.02,11.0,109.6,3.42,22.68,5.16,41.2,Satisfactory
2023-06-18,Delhi,297.2,500.1,38.3,142.3,73.2,30.1,1.54,76.1,49.9,17.88,17.83,6.7,115.9,Very Poor
2023-06-19,Delhi,122.0,536.6,70.0,142.8,202.0,35.3,9.97,39.5,99.3,0.2,6.27,3.71,475.1,Good
2023-06-20,Delhi,308.7,581.1,89.6,47.1,192.8,35.4,5.07,89.5,38.0,1.57,0.31,5.28,376.2,Poor
2023-06-21,Delhi,417.6,376.9,127.0,86.7,69.2,42.3,2.1,91.4,189.6,9.85,10.73,5.17,389.9,Poor
2023-06-22,Delhi,61.4,450.1,97.2,24.9,115.5,30.7,1.21,28.1,111.3,19.09,10.34,8.53,123.8,Satisfactory
2023-06-23,Delhi,306.6,326.4,40.8,88.1,169.4,10.6,8.53,9.2,4.3,9.06,12.24,8.98,291.4,Good
2023-06-24,Delhi,323.7,162.0,91.5,57.8,63.0,47.8,7.19,96.9,76.1,1.6,16.83,0.6,119.7,Moderate
2023-06-25,Delhi,160.9,306.7,183.4,97.2,109.2,43.9,5.76,33.4,23.2,10.13,5.64,6.17,426.3,Satisfactory
2023-06-26,Delhi,175.0,275.7,145.7,31.6,142.5,45.1,4.49,86.1,44.5,11.84,22.52,5.54,365.2,Moderate
2023-06-27,Delhi,29.2,366.6,191.1,44.1,98.9,5.8,7.29,62.9,116.0,12.86,22.78,1.02,263.6,Good
2023-06-28,Delhi,415.8,12.8,28.3,79.4,93.3,20.4,4.63,61.2,12.5,9.14,13.58,7.5,408.3,Moderate
2023-06-29,Delhi,199.9,90.0,161.5,21.0,233.0,20.5,9.06,6.5,178.5,1.77,0.28,9.76,381.0,Poor
2023-06-30,Delhi,110.8,206.5,172.3,30.1,101.1,32.4,7.81,49.1,173.6,13.16,12.9,2.68,404.1,Very Poor
2023-07-01,Delhi,145.1,203.6,186.8,126.4,5.3,18.5,0.87,52.4,126.2,1.5,19.78,5.88,54.1,Very Poor
2023-07-02,Delhi,158.1,31.6,4.6,102.9,25.7,7.1,9.33,94.9,168.9,8.45,8.34,5.66,143.9,Moderate
2023-07-03,Delhi,318.9,65.0,182.2,30.9,116.2,20.7,9.31,61.0,70.8,14.6,27.59,6.11,203.6,Poor
2023-07-04,Delhi,377.0,370.8,169.2,94.2,50.5,36.1,4.21,7.0,137.5,6.66,28.96,6.61,371.0,Severe
2023-07-05,Delhi,248.0,484.7,13.2,56.8,5.4,40.3,9.38,22.5,72.4,13.77,16.48,5.88,251.0,Good
